lemma	lemma_orth	xpostag	llfpm10	lemma_freq	c1	c2	lemma_syl_count	form_v	form_v_orth	suffix_v	freq_v	lfpm10v	suffix_nv	form_nv	form_nv_orth	freq_nv	lfpm10nv	odds_v	lo_v	varies	tag	tag_freq_in_dataset	category	form	suffix_init	trigram	bigram1	bigram2	type
olt	olt	[/V][Prs.1Sg›2]	2.01363438478017	88434	l	t	1	oltalak	oltalak	alak	37	-1.3647831603909628	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	oltalak	NA	NA	lt	NA	linking vowel always
rohast	rohaszt	[/V][Prs.NDef.3Pl]	0.2343324502902183	1470	s	t	2	rohastanak	rohasztanak	anak	37	-1.3647831603909628	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	rohastanak	NA	NA	st	NA	linking vowel always
roppant	roppant	[/V][Prs.NDef.3Pl]	2.329031693498454	182817	n	t	2	roppantanak	roppantanak	anak	37	-1.3647831603909628	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	roppantanak	NA	NA	nt	NA	linking vowel always
biccent	biccent	[/V][Prs.NDef.2Sg]	0.9530543911084844	7692	n	t	2	biccentes	biccentesz	es	35	-1.388916840107682	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	biccentes	NA	NA	nt	NA	linking vowel always
cuppant	cuppant	[/V][Prs.NDef.3Pl]	0.03080294288759742	920	n	t	2	cuppantanak	cuppantanak	anak	35	-1.388916840107682	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	cuppantanak	NA	NA	nt	NA	linking vowel always
dobbant	dobbant	[/V][Prs.NDef.2Sg]	0.8037302491476532	5454	n	t	2	dobbantas	dobbantasz	as	35	-1.388916840107682	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	dobbantas	NA	NA	nt	NA	linking vowel always
forr	forr	[/V][Prs.NDef.2Sg]	1.836569668505726	58824	r	r	1	NA	NA	NA	NA	NA	s	forrs	forrsz	35	-1.388916840107682	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	forrs	s	rrs	rr	rs	linking vowel never
hajlong	hajlong	[/V][Prs.NDef.2Sg]	0.787339832959484	5252	n	g	2	hajlongas	hajlongasz	as	18	-1.6777123793546518	s	hajlongs	hajlongsz	35	-1.388916840107682	0.5142857142857142	-0.6649763035932491	TRUE	Prs.NDef.2Sg (mondas)	4096	test	hajlongs	s	ngs	ng	gs	linking vowel varies
koccint	koccint	[/V][Prs.NDef.2Pl]	1.2511384697817134	15280	n	t	2	koccintotok	koccintotok	otok	35	-1.388916840107682	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	koccintotok	NA	NA	nt	NA	linking vowel always
kurjant	kurjant	[/V][Prs.NDef.3Pl]	0.31523367673211694	1771	n	t	2	kurjantanak	kurjantanak	anak	35	-1.388916840107682	nak	kurjantnak	kurjantnak	7	-2.087886844443701	5	1.6094379124341005	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	kurjantnak	n	ntn	nt	tn	linking vowel varies
rühell	rühell	[/V][Prs.NDef.2Sg]	1.1255929646752671	11444	l	l	2	rühelles	rühellesz	es	6	-2.1548336340743144	s	rühells	rühellsz	35	-1.388916840107682	0.17142857142857143	-1.7635885922613588	TRUE	Prs.NDef.2Sg (mondas)	4096	test	rühells	s	lls	ll	ls	linking vowel varies
edz	edz	[/V][Prs.1Sg›2]	2.3313488081092952	183795	d	z	1	edzelek	edzelek	elek	34	-1.4015059674157029	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	edzelek	NA	NA	dz	NA	linking vowel always
šújt	sújt	[/V][Prs.1Sg›2]	2.2020777650972594	136478	j	t	1	šújtalak	sújtalak	alak	34	-1.4015059674157029	lak	šújtlak	sújtlak	8	-2.0298948974660145	4.25	1.4469189829363254	TRUE	Prs.1Sg›2 (mondalak)	1749	test	šújtlak	l	jtl	jt	tl	linking vowel varies
toppant	toppant	[/V][Prs.NDef.2Sg]	0.13889712284816755	1180	n	t	2	toppantas	toppantasz	as	34	-1.4015059674157029	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	toppantas	NA	NA	nt	NA	linking vowel always
čeppent	cseppent	[/V][Prs.NDef.2Pl]	1.115418071694782	11179	n	t	2	čeppentetek	cseppentetek	etek	33	-1.4144709445800705	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	čeppentetek	NA	NA	nt	NA	linking vowel always
jajong	jajong	[/V][Prs.NDef.2Sg]	0.38214543272564394	2066	n	g	2	jajongas	jajongasz	as	2	-2.6319548887939765	s	jajongs	jajongsz	33	-1.4144709445800705	0.06060606060606061	-2.803360380906535	TRUE	Prs.NDef.2Sg (mondas)	4096	test	jajongs	s	ngs	ng	gs	linking vowel varies
teng	teng	[/V][Prs.NDef.2Pl]	1.0082283031273636	8734	n	g	1	tengetek	tengetek	etek	3	-2.455863629738295	tek	tengtek	tengtek	33	-1.4144709445800705	0.09090909090909093	-2.3978952727983707	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	tengtek	t	ngt	ng	gt	linking vowel varies
tolong	tolong	[/V][Prs.NDef.2Pl]	1.2105607427804643	13917	n	g	2	tolongotok	tolongotok	otok	1	-2.932984884457958	tok	tolongtok	tolongtok	33	-1.4144709445800705	0.0303030303030303	-3.49650756146648	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	tolongtok	t	ngt	ng	gt	linking vowel varies
zajong	zajong	[/V][Prs.NDef.2Sg]	0.8742117762529894	6415	n	g	2	zajongas	zajongasz	as	2	-2.6319548887939765	s	zajongs	zajongsz	33	-1.4144709445800705	0.06060606060606061	-2.803360380906535	TRUE	Prs.NDef.2Sg (mondas)	4096	test	zajongs	s	ngs	ng	gs	linking vowel varies
čöppent	csöppent	[/V][Prs.NDef.2Sg]	0.2749186459280938	1614	n	t	2	čöppentes	csöppentesz	es	32	-1.427834906138052	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	čöppentes	NA	NA	nt	NA	linking vowel always
kevešell	kevesell	[/V][Prs.NDef.3Pl]	1.1297098888844357	11553	l	l	3	kevešellenek	kevesellenek	enek	1	-2.932984884457958	nek	kevešellnek	kevesellnek	32	-1.427834906138052	0.03125	-3.4657359027997265	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	kevešellnek	n	lln	ll	ln	linking vowel varies
pišlant	pislant	[/V][Prs.NDef.3Pl]	0.4486715981278291	2408	n	t	2	pišlantanak	pislantanak	anak	32	-1.427834906138052	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	pišlantanak	NA	NA	nt	NA	linking vowel always
ránt	ránt	[/V][Prs.1Sg›2]	2.1327815031647908	116350	n	t	1	rántalak	rántalak	alak	32	-1.427834906138052	lak	rántlak	rántlak	3	-2.455863629738295	10.666666666666666	2.367123614131617	TRUE	Prs.1Sg›2 (mondalak)	1749	test	rántlak	l	ntl	nt	tl	linking vowel varies
termest	termeszt	[/V][Prs.NDef.2Pl]	1.952517684470458	76825	s	t	2	termestetek	termesztetek	etek	32	-1.427834906138052	tek	termesttek	termeszttek	1	-2.932984884457958	32	3.4657359027997265	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	termesttek	t	stt	st	tt	linking vowel varies
ölt	ölt	[/V][Prs.NDef.2Pl]	2.2726768182003068	160569	l	t	1	öltötök	öltötök	ötök	32	-1.427834906138052	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	öltötök	NA	NA	lt	NA	linking vowel always
čavarint	csavarint	[/V][Prs.NDef.3Pl]	-0.01970098269753937	819	n	t	3	čavarintanak	csavarintanak	anak	31	-1.4416231906236852	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	čavarintanak	NA	NA	nt	NA	linking vowel always
füṯṯent	füttyent	[/V][Prs.NDef.2Sg]	0.5728431493968784	3205	n	t	2	füṯṯentes	füttyentesz	es	31	-1.4416231906236852	s	füṯṯents	füttyentsz	1	-2.932984884457958	31	3.4339872044851463	TRUE	Prs.NDef.2Sg (mondas)	4096	test	füṯṯents	s	nts	nt	ts	linking vowel varies
guṉṉast	gunnyaszt	[/V][Prs.NDef.3Pl]	-0.30052759227323356	429	s	t	2	guṉṉastanak	gunnyasztanak	anak	31	-1.4416231906236852	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	guṉṉastanak	NA	NA	st	NA	linking vowel always
megšért	megsért	[/V][Prs.NDef.2Pl]	2.1871545349738746	131868	r	t	2	megšértetek	megsértetek	etek	31	-1.4416231906236852	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	megšértetek	NA	NA	rt	NA	linking vowel always
serkest	szerkeszt	[/V][Prs.NDef.2Pl]	2.4176584720723215	224204	s	t	2	serkestetek	szerkesztetek	etek	31	-1.4416231906236852	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	serkestetek	NA	NA	st	NA	linking vowel always
akast	akaszt	[/V][Prs.1Sg›2]	2.0187556513332554	89483	s	t	2	akastalak	akasztalak	alak	30	-1.4558636297382954	lak	akastlak	akasztlak	1	-2.932984884457958	30	3.4011973816621555	TRUE	Prs.1Sg›2 (mondalak)	1749	test	akastlak	l	stl	st	tl	linking vowel varies
fešt	fest	[/V][Prs.1Sg›2]	2.6777795819372385	408098	š	t	1	feštelek	festelek	elek	30	-1.4558636297382954	lek	feštlek	festlek	2	-2.6319548887939765	15	2.70805020110221	TRUE	Prs.1Sg›2 (mondalak)	1749	test	feštlek	l	štl	št	tl	linking vowel varies
fost	foszt	[/V][Prs.NDef.2Sg]	1.6726648740591443	40332	s	t	1	fostas	fosztasz	as	30	-1.4558636297382954	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	fostas	NA	NA	st	NA	linking vowel always
hámlast	hámlaszt	[/V][Prs.NDef.2Sg]	0.4651288072725447	2501	s	t	2	hámlastas	hámlasztasz	as	30	-1.4558636297382954	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	hámlastas	NA	NA	st	NA	linking vowel always
hőzöng	hőzöng	[/V][Prs.NDef.2Pl]	0.5271609330337924	2885	n	g	2	hőzöngötök	hőzöngötök	ötök	1	-2.932984884457958	tök	hőzöngtök	hőzöngtök	30	-1.4558636297382954	0.03333333333333333	-3.4011973816621555	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	hőzöngtök	t	ngt	ng	gt	linking vowel varies
kukkant	kukkant	[/V][Prs.NDef.2Sg]	0.995564582543706	8483	n	t	2	kukkantas	kukkantasz	as	30	-1.4558636297382954	s	kukkants	kukkantsz	1	-2.932984884457958	30	3.4011973816621555	TRUE	Prs.NDef.2Sg (mondas)	4096	test	kukkants	s	nts	nt	ts	linking vowel varies
puffant	puffant	[/V][Prs.NDef.3Pl]	-0.22286751934614157	513	n	t	2	puffantanak	puffantanak	anak	30	-1.4558636297382954	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	puffantanak	NA	NA	nt	NA	linking vowel always
šarjast	sarjaszt	[/V][Prs.NDef.2Sg]	-0.08295162676818883	708	s	t	2	šarjastas	sarjasztasz	as	30	-1.4558636297382954	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	šarjastas	NA	NA	st	NA	linking vowel always
šejt	sejt	[/V][Prs.1Sg›2]	2.9107709750098145	697840	j	t	1	šejtelek	sejtelek	elek	30	-1.4558636297382954	lek	šejtlek	sejtlek	3	-2.455863629738295	10	2.302585092994046	TRUE	Prs.1Sg›2 (mondalak)	1749	test	šejtlek	l	jtl	jt	tl	linking vowel varies
ságuld	száguld	[/V][Prs.NDef.2Pl]	1.6960677532704322	42565	l	d	2	ságuldotok	száguldotok	otok	30	-1.4558636297382954	tok	ságuldtok	száguldtok	2	-2.6319548887939765	15	2.70805020110221	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	ságuldtok	t	ldt	ld	dt	linking vowel varies
teṉést	tenyészt	[/V][Prs.NDef.2Pl]	1.5248516132674836	28697	s	t	2	teṉéstetek	tenyésztetek	etek	30	-1.4558636297382954	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	teṉéstetek	NA	NA	st	NA	linking vowel always
beért	beért	[/V][Prs.NDef.2Pl]	-0.8058800860931502	134	r	t	2	beértetek	beértetek	etek	29	-1.4705868865590015	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	beértetek	NA	NA	rt	NA	linking vowel always
čüng	csüng	[/V][Prs.NDef.2Pl]	1.166350393228	12570	n	g	1	NA	NA	NA	NA	NA	tök	čüngtök	csüngtök	29	-1.4705868865590015	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	čüngtök	t	ngt	ng	gt	linking vowel never
hejtáll	helytáll	[/V][Prs.NDef.2Pl]	1.785201141146585	52262	l	l	2	NA	NA	NA	NA	NA	tok	hejtálltok	helytálltok	29	-1.4705868865590015	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	hejtálltok	t	llt	ll	lt	linking vowel never
horpast	horpaszt	[/V][Prs.NDef.3Pl]	-0.11873728872603764	652	s	t	2	horpastanak	horpasztanak	anak	29	-1.4705868865590015	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	horpastanak	NA	NA	st	NA	linking vowel always
jukast	lyukaszt	[/V][Prs.NDef.2Sg]	0.8337996310399011	5845	s	t	2	jukastas	lyukasztasz	as	29	-1.4705868865590015	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	jukastas	NA	NA	st	NA	linking vowel always
mets	metsz	[/V][Prs.NDef.2Sg]	1.660411957842249	39210	t	s	1	NA	NA	NA	NA	NA	el	metsel	metszel	29	-1.4705868865590015	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	metsel	e	tse	ts	se	linking vowel never
šuhint	suhint	[/V][Prs.NDef.2Sg]	0.7173226386739786	4470	n	t	2	šuhintas	suhintasz	as	29	-1.4705868865590015	s	šuhints	suhintsz	1	-2.932984884457958	29	3.367295829986474	TRUE	Prs.NDef.2Sg (mondas)	4096	test	šuhints	s	nts	nt	ts	linking vowel varies
tapast	tapaszt	[/V][Prs.NDef.2Sg]	1.133564654303976	11656	s	t	2	tapastas	tapasztasz	as	29	-1.4705868865590015	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	tapastas	NA	NA	st	NA	linking vowel always
ujjong	ujjong	[/V][Prs.NDef.2Pl]	1.3958430545563227	21322	n	g	2	NA	NA	NA	NA	NA	tok	ujjongtok	ujjongtok	29	-1.4705868865590015	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	ujjongtok	t	ngt	ng	gt	linking vowel never
ešeng	eseng	[/V][Prs.NDef.2Pl]	0.2304746673120323	1457	n	g	2	NA	NA	NA	NA	NA	tek	ešengtek	esengtek	28	-1.4858268531157386	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	ešengtek	t	ngt	ng	gt	linking vowel never
hajt	hajt	[/V][Prs.1Sg›2]	2.919594521957997	712163	j	t	1	hajtalak	hajtalak	alak	28	-1.4858268531157386	lak	hajtlak	hajtlak	3	-2.455863629738295	9.333333333333334	2.2335922215070942	TRUE	Prs.1Sg›2 (mondalak)	1749	test	hajtlak	l	jtl	jt	tl	linking vowel varies
kelest	keleszt	[/V][Prs.NDef.3Pl]	1.463231903833014	24901	s	t	2	kelestenek	kelesztenek	enek	28	-1.4858268531157386	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	kelestenek	NA	NA	st	NA	linking vowel always
meghökkent	meghökkent	[/V][Prs.1Sg›2]	0.7318450566851327	4622	n	t	3	meghökkentelek	meghökkentelek	elek	28	-1.4858268531157386	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	meghökkentelek	NA	NA	nt	NA	linking vowel always
rikkant	rikkant	[/V][Prs.NDef.3Pl]	0.4522637979452621	2428	n	t	2	rikkantanak	rikkantanak	anak	28	-1.4858268531157386	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	rikkantanak	NA	NA	nt	NA	linking vowel always
šuvast	suvaszt	[/V][Prs.NDef.3Pl]	-0.07989535460609229	713	s	t	2	šuvastanak	suvasztanak	anak	28	-1.4858268531157386	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	šuvastanak	NA	NA	st	NA	linking vowel always
salajt	szalajt	[/V][Prs.NDef.3Pl]	0.31938263000194106	1788	j	t	2	salajtanak	szalajtanak	anak	28	-1.4858268531157386	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	salajtanak	NA	NA	jt	NA	linking vowel always
fejt	fejt	[/V][Prs.NDef.2Pl]	2.4782289537346416	257759	j	t	1	fejtetek	fejtetek	etek	27	-1.5016211202989704	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	fejtetek	NA	NA	jt	NA	linking vowel always
firkant	firkant	[/V][Prs.NDef.3Pl]	0.35816187727392773	1955	n	t	2	firkantanak	firkantanak	anak	27	-1.5016211202989704	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	firkantanak	NA	NA	nt	NA	linking vowel always
kólint	kólint	[/V][Prs.NDef.3Pl]	0.27866951609522456	1628	n	t	2	kólintanak	kólintanak	anak	27	-1.5016211202989704	nak	kólintnak	kólintnak	2	-2.6319548887939765	13.5	2.6026896854443837	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	kólintnak	n	ntn	nt	tn	linking vowel varies
orront	orront	[/V][Prs.NDef.3Pl]	-0.32126157645061604	409	n	t	2	orrontanak	orrontanak	anak	27	-1.5016211202989704	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	orrontanak	NA	NA	nt	NA	linking vowel always
toppant	toppant	[/V][Prs.NDef.3Pl]	0.13889712284816755	1180	n	t	2	toppantanak	toppantanak	anak	27	-1.5016211202989704	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	toppantanak	NA	NA	nt	NA	linking vowel always
čillant	csillant	[/V][Prs.NDef.3Pl]	0.24627957988106755	1511	n	t	2	čillantanak	csillantanak	anak	26	-1.5180115364871398	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	čillantanak	NA	NA	nt	NA	linking vowel always
hánt	hánt	[/V][Prs.NDef.3Pl]	0.31005316422833656	1750	n	t	1	hántanak	hántanak	anak	26	-1.5180115364871398	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	hántanak	NA	NA	nt	NA	linking vowel always
röštell	röstell	[/V][Prs.NDef.2Pl]	0.6188309378930578	3563	l	l	2	NA	NA	NA	NA	NA	tek	röštelltek	röstelltek	26	-1.5180115364871398	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	röštelltek	t	llt	ll	lt	linking vowel never
šarkall	sarkall	[/V][Prs.NDef.2Sg]	1.673009313043713	40364	l	l	2	NA	NA	NA	NA	NA	s	šarkalls	sarkallsz	26	-1.5180115364871398	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	šarkalls	s	lls	ll	ls	linking vowel never
šóhajt	sóhajt	[/V][Prs.NDef.2Pl]	1.812815728087108	55693	j	t	2	šóhajtotok	sóhajtotok	otok	26	-1.5180115364871398	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	šóhajtotok	NA	NA	jt	NA	linking vowel always
vissaért	visszaért	[/V][Prs.NDef.2Pl]	-0.9645019359040228	93	r	t	3	vissaértetek	visszaértetek	etek	26	-1.5180115364871398	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	vissaértetek	NA	NA	rt	NA	linking vowel always
agg	agg	[/V][Prs.NDef.2Sg]	1.346978483000779	19053	g	g	1	aggas	aggasz	as	25	-1.5350448757859203	s	aggs	aggsz	6	-2.1548336340743144	4.166666666666667	1.4271163556401458	TRUE	Prs.NDef.2Sg (mondas)	4096	test	aggs	s	ggs	gg	gs	linking vowel varies
čügg	csügg	[/V][Prs.NDef.2Sg]	0.5277626573862391	2889	g	g	1	čügges	csüggesz	es	11	-1.8915921992997329	s	čüggs	csüggsz	25	-1.5350448757859203	0.44	-0.8209805520698302	TRUE	Prs.NDef.2Sg (mondas)	4096	test	čüggs	s	ggs	gg	gs	linking vowel varies
döbbent	döbbent	[/V][Prs.NDef.2Pl]	1.650270582217736	38305	n	t	2	döbbentetek	döbbentetek	etek	25	-1.5350448757859203	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	döbbentetek	NA	NA	nt	NA	linking vowel always
forrong	forrong	[/V][Prs.NDef.2Sg]	0.7458975302127779	4774	n	g	2	forrongas	forrongasz	as	1	-2.932984884457958	s	forrongs	forrongsz	25	-1.5350448757859203	0.04	-3.218875824868201	TRUE	Prs.NDef.2Sg (mondas)	4096	test	forrongs	s	ngs	ng	gs	linking vowel varies
hökkent	hökkent	[/V][Prs.NDef.3Pl]	0.16218446697379732	1245	n	t	2	hökkentenek	hökkentenek	enek	25	-1.5350448757859203	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	hökkentenek	NA	NA	nt	NA	linking vowel always
rejt	rejt	[/V][Prs.NDef.2Pl]	2.5010631926907587	271674	j	t	1	rejtetek	rejtetek	etek	25	-1.5350448757859203	tek	rejttek	rejttek	5	-2.234014880121939	5	1.6094379124341005	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	rejttek	t	jtt	jt	tt	linking vowel varies
reštell	restell	[/V][Prs.NDef.2Sg]	0.8460340874569128	6012	l	l	2	reštelles	restellesz	es	6	-2.1548336340743144	s	reštells	restellsz	25	-1.5350448757859203	0.24	-1.4271163556401458	TRUE	Prs.NDef.2Sg (mondas)	4096	test	reštells	s	lls	ll	ls	linking vowel varies
utolért	utolért	[/V][Prs.1Sg›2]	0.844876739718284	5996	r	t	3	utolértelek	utolértelek	elek	25	-1.5350448757859203	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	utolértelek	NA	NA	rt	NA	linking vowel always
čapong	csapong	[/V][Prs.NDef.2Pl]	0.9335977926055912	7355	n	g	2	NA	NA	NA	NA	NA	tok	čapongtok	csapongtok	24	-1.552773642746352	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	čapongtok	t	ngt	ng	gt	linking vowel never
dönt	dönt	[/V][Prs.1Sg›2]	3.394476429170933	2125501	n	t	1	döntelek	döntelek	elek	24	-1.552773642746352	lek	döntlek	döntlek	7	-2.087886844443701	3.4285714285714284	1.2321436812926323	TRUE	Prs.1Sg›2 (mondalak)	1749	test	döntlek	l	ntl	nt	tl	linking vowel varies
loččant	loccsant	[/V][Prs.NDef.3Pl]	-0.04593050640700087	771	n	t	2	loččantanak	loccsantanak	anak	24	-1.552773642746352	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	loččantanak	NA	NA	nt	NA	linking vowel always
sikkast	szikkaszt	[/V][Prs.NDef.3Pl]	0.21407278657040207	1403	s	t	2	sikkastanak	szikkasztanak	anak	24	-1.552773642746352	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	sikkastanak	NA	NA	st	NA	linking vowel always
vált	vált	[/V][Prs.1Sg›2]	3.138701646345799	1179469	l	t	1	váltalak	váltalak	alak	24	-1.552773642746352	lak	váltlak	váltlak	7	-2.087886844443701	3.4285714285714284	1.2321436812926323	TRUE	Prs.1Sg›2 (mondalak)	1749	test	váltlak	l	ltl	lt	tl	linking vowel varies
züllest	zülleszt	[/V][Prs.NDef.3Pl]	0.5057156484427785	2746	s	t	2	züllestenek	züllesztenek	enek	24	-1.552773642746352	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	züllestenek	NA	NA	st	NA	linking vowel always
árast	áraszt	[/V][Prs.NDef.2Pl]	2.0384301389270374	93630	s	t	2	árastotok	árasztotok	otok	24	-1.552773642746352	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	árastotok	NA	NA	st	NA	linking vowel always
bont	bont	[/V][Prs.NDef.2Pl]	2.508831177112865	276577	n	t	1	bontotok	bontotok	otok	23	-1.571257048440365	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	bontotok	NA	NA	nt	NA	linking vowel always
hint	hint	[/V][Prs.NDef.2Pl]	1.5869611793795713	33109	n	t	1	hintetek	hintetek	etek	23	-1.571257048440365	tek	hinttek	hinttek	2	-2.6319548887939765	11.5	2.4423470353692043	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	hinttek	t	ntt	nt	tt	linking vowel varies
kell	kell	[/V][Prs.1Sg›2]	4.529006843156771	28972884	l	l	1	NA	NA	NA	NA	NA	ek	kellek	kellek	23	-1.571257048440365	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	cc training	kellek	e	lle	ll	le	linking vowel never
kárörvend	kárörvend	[/V][Prs.NDef.2Pl]	0.26622159470369994	1582	n	d	3	kárörvendetek	kárörvendetek	etek	1	-2.932984884457958	tek	kárörvendtek	kárörvendtek	23	-1.571257048440365	0.04347826086956521	-3.1354942159291497	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	kárörvendtek	t	ndt	nd	dt	linking vowel varies
rekest	rekeszt	[/V][Prs.NDef.2Sg]	1.1855443730737816	13138	s	t	2	rekestes	rekesztesz	es	23	-1.571257048440365	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	cc training	rekestes	NA	NA	st	NA	linking vowel always
šorvast	sorvaszt	[/V][Prs.NDef.3Pl]	0.3012792399208315	1715	s	t	2	šorvastanak	sorvasztanak	anak	23	-1.571257048440365	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	šorvastanak	NA	NA	st	NA	linking vowel always
borong	borong	[/V][Prs.NDef.2Sg]	0.4584795273811454	2463	n	g	2	borongas	borongasz	as	7	-2.087886844443701	s	borongs	borongsz	22	-1.5905622036357516	0.3181818181818182	-1.1451323043030026	TRUE	Prs.NDef.2Sg (mondas)	4096	test	borongs	s	ngs	ng	gs	linking vowel varies
